1, 1575, 41825
2, 1710, 41157
3, 2133, 40923
4, 2910, 40304
5, 3529, 38277
6, 4364, 38113
7, 5258, 38010
8, 6335, 38295
9, 7688, 37876
10, 9160, 37988
11, 10735, 38099
12, 12411, 37889
13, 14200, 39276
14, 15910, 37996
15, 17845, 37936
16, 21884, 38708
17, 24358, 38791
18, 29116, 43993
19, 28686, 39277
20, 32387, 39456
21, 37142, 44365
22, 40962, 45259
23, 40171, 39218
24, 43355, 38937
25, 49438, 41374
26, 51115, 39531
27, 56363, 39904
28, 57273, 38810
29, 61388, 38776
30, 66767, 42128
31, 70992, 40484
32, 73910, 40411
33, 79329, 39513
34, 83981, 39320
35, 89906, 39932
36, 93533, 39728
37, 97028, 39254
38, 102321, 42472
39, 109524, 40063
40, 114062, 39890
41, 118171, 40941
42, 125958, 40249
43, 129240, 41648
44, 135227, 41532
45, 142093, 42082
46, 147284, 40129
47, 156893, 42402
48, 162414, 40577
49, 169344, 40703
50, 175077, 43671
51, 183526, 41225
52, 192001, 41440
53, 196818, 40954
54, 208493, 41890
55, 213911, 41675
56, 222377, 41908
57, 229381, 41644
58, 238257, 42037
59, 245598, 41931
60, 254665, 42200
61, 263648, 42519
62, 269584, 43770
63, 279432, 44234
64, 288187, 44709
65, 297806, 42932
66, 307848, 43330
67, 317874, 43784
68, 325650, 43313
69, 336825, 43235
70, 346599, 43848
71, 356368, 44023
72, 366482, 44373
73, 376355, 44160
74, 387032, 44451
75, 398171, 44583
76, 408612, 44671
77, 419035, 45605
78, 430610, 44741
79, 442467, 44762
80, 453099, 45031
81, 465084, 45020
82, 476584, 44847
83, 488687, 45099
84, 500246, 45009
85, 512718, 45362
86, 527278, 45554
87, 537381, 45473
88, 547887, 46238
89, 562200, 45516
90, 572651, 46902
91, 586318, 47982
92, 599980, 45589
93, 612528, 47079
94, 625726, 47151
95, 640540, 45718
96, 653132, 45677
97, 668566, 45803
98, 680488, 45320
99, 696516, 45979
100, 708278, 46081
101, 724350, 45934
102, 736705, 45656
103, 753695, 45784
104, 766329, 46053
105, 781303, 45730
106, 795013, 46932
107, 812456, 46024
108, 823942, 47229
109, 842561, 45983
110, 855150, 47698
111, 874020, 46246
112, 887608, 45999
113, 905229, 46374
114, 920038, 46009
115, 937655, 46319
116, 952053, 46257
117, 970525, 46419
118, 984462, 46579
119, 1003101, 46420
120, 1018022, 46348
121, 1038357, 46631
122, 1052281, 46753
123, 1070862, 46281
124, 1087258, 46823
125, 1105688, 46898
126, 1120993, 46299
127, 1141399, 46453
128, 1157045, 46394
129, 1177918, 46817
130, 1192707, 46373
131, 1214186, 46680
132, 1229696, 46643
133, 1250476, 46418
134, 1266377, 46567
135, 1288192, 46582
136, 1305178, 46631
137, 1325513, 46775
138, 1342968, 46773
139, 1370281, 46986
140, 1381915, 46803
141, 1403787, 46623
142, 1420572, 47716
143, 1443942, 46775
144, 1460890, 46961
145, 1483934, 46714
146, 1501095, 46977
147, 1524579, 47069
148, 1542892, 47023
149, 1566602, 47298
150, 1584961, 46980
151, 1607521, 47188
152, 1628178, 47327
153, 1649958, 47405
154, 1669028, 46963
155, 1694198, 47457
156, 1712780, 47495
157, 1739096, 47258
158, 1756247, 47479
159, 1781727, 47551
160, 1802158, 47515
161, 1827057, 47749
162, 1845992, 47425
163, 1872541, 47699
164, 1891129, 47470
165, 1920059, 48313
166, 1938882, 50728
167, 1963882, 48895
168, 1985934, 48941
169, 2009852, 49530
170, 2032844, 49217
171, 2058331, 50189
172, 2078980, 50621
173, 2106467, 51182
174, 2128243, 50763
175, 2155306, 51124
176, 2177552, 53061
177, 2204045, 52188
178, 2226577, 52527
179, 2254790, 53007
180, 2277182, 54941
181, 2307295, 55099
182, 2326287, 55278
183, 2357528, 56502
184, 2377889, 57638
185, 2407675, 57840
186, 2430295, 58169
187, 2459995, 58865
188, 2482235, 58636
189, 2513076, 59648
190, 2544743, 60567
191, 2566349, 62434
192, 2585824, 62552
193, 2620483, 62264
194, 2642659, 63099
195, 2673969, 63485
196, 2697752, 63762
197, 2730535, 63731
198, 2752563, 63542
199, 2784503, 65500
200, 2808892, 65062
201, 2842660, 63630
202, 2864727, 64531
203, 2899227, 64895
204, 2921964, 64468
205, 2954488, 65678
206, 2978172, 65006
207, 3016436, 65710
208, 3036451, 66500
209, 3071698, 66031
210, 3094608, 66652
211, 3131575, 67500
212, 3154543, 66896
213, 3190394, 67203
214, 3212778, 67819
215, 3249857, 67109
216, 3273988, 67497
217, 3312140, 68654
218, 3333926, 68411
219, 3370646, 68704
220, 3394158, 70246
221, 3432813, 69924
222, 3462975, 69910
223, 3496232, 70167
224, 3520859, 70483
225, 3558700, 70824
226, 3584317, 70698
227, 3621881, 70758
228, 3646302, 71585
229, 3684279, 71418
230, 3712212, 72745
231, 3753141, 72102
232, 3773420, 73938
233, 3816017, 72287
234, 3839701, 73817
235, 3881013, 73370
236, 3910498, 72975
237, 3948639, 74939
238, 3975379, 74643
239, 4014222, 74246
240, 4042333, 75443
241, 4081048, 71248
242, 4105640, 73013
243, 4147932, 71900
244, 4176811, 72757
245, 4218246, 74912
246, 4248010, 72256
247, 4287975, 74342
248, 4317299, 81658
249, 4357632, 75982
250, 4385237, 75124
251, 4426160, 74468
252, 4456239, 75804
253, 4498892, 75032
254, 4530453, 76250
255, 4573159, 76449
256, 4597331, 75710
257, 4638687, 79344
258, 4673307, 76202
259, 4714398, 79194
260, 4744272, 76992
261, 4788452, 80920
262, 4815779, 79370
263, 4860833, 80281
264, 4891305, 80153
265, 4938030, 82434
266, 4963286, 82563
267, 5014281, 82664
268, 5041033, 82733
269, 5092112, 85113
270, 5115889, 83479
271, 5161873, 83239
272, 5194904, 85205
273, 5237154, 84048
274, 5269186, 83902
275, 5318982, 85459
276, 5344478, 87548
277, 5393848, 85324
278, 5426467, 87972
279, 5472261, 86557
280, 5504556, 88103
281, 5549862, 86219
282, 5579987, 89096
283, 5630228, 88100
284, 5666632, 89111
285, 5709809, 89388
286, 5743312, 90921
287, 5797781, 90801
288, 5820686, 91915
289, 5872920, 90319
290, 5904068, 90981
291, 5953847, 91592
292, 5984534, 92884
293, 6036002, 94079
294, 6069809, 92581
295, 6123813, 92774
296, 6152308, 92622
297, 6203735, 94883
298, 6231402, 93601
299, 6287507, 92693
300, 6321432, 94021
301, 6381178, 91888
302, 6402330, 93903
303, 6462018, 93375
304, 6488517, 94455
305, 6544250, 94949
306, 6573697, 95371
307, 6626515, 94801
308, 6662058, 95506
309, 6718717, 96394
310, 6748405, 95716
311, 6808166, 96747
312, 6836497, 94715
313, 6891276, 96070
314, 6919319, 95179
315, 6978733, 96231
316, 7014319, 96665
317, 7075953, 96928
318, 7099148, 96970
319, 7159417, 96965
320, 7188886, 98456
321, 7248979, 96981
322, 7282537, 97565
323, 7338274, 98540
324, 7374659, 96407
325, 7430323, 98412
326, 7462652, 97296
327, 7517367, 99978
328, 7552493, 99485
329, 7615154, 98670
330, 7647144, 99023
331, 7711405, 98389
332, 7735733, 99482
333, 7797164, 101020
334, 7834067, 100196
335, 7893262, 100507
336, 7929617, 100289
337, 7989437, 101382
338, 8022707, 100886
339, 8085499, 98808
340, 8115497, 101004
341, 8181092, 98656
342, 8212414, 102884
343, 8280544, 100154
344, 8307668, 102073
345, 8367860, 100328
346, 8400520, 100796
347, 8467528, 100396
348, 8499952, 100596
349, 8568400, 100755
350, 8593026, 101277
351, 8662095, 101525
352, 8699090, 101059
353, 8763319, 100064
354, 8796737, 101140
355, 8864722, 100870
356, 8892076, 100872
357, 8961346, 101352
358, 8998127, 102731
359, 9062806, 104027
360, 9098429, 101245
361, 9164735, 102023
362, 9200418, 101792
363, 9271602, 103197
364, 9304180, 102091
365, 9371071, 102966
366, 9408324, 102468
367, 9472380, 102664
368, 9497474, 103704
369, 9574050, 103169
370, 9617236, 103818
371, 9677486, 104603
372, 9718110, 102371
373, 9785019, 104791
374, 9818679, 105987
375, 9887873, 103937
376, 9929183, 103940
377, 9994218, 105713
378, 10032084, 105049
379, 10101027, 105308
380, 10133529, 105843
381, 10212127, 104101
382, 10231524, 108549
383, 10309744, 107948
384, 10347461, 108790
385, 10425444, 105909
386, 10454296, 108866
387, 10531425, 110144
388, 10564648, 110305
389, 10645177, 112415
390, 10681618, 110390
391, 10743728, 111746
392, 10786849, 112802
393, 10855118, 112192
394, 10894355, 112714
395, 10980179, 113006
396, 11005612, 113051
397, 11078033, 111835
398, 11114832, 113604
399, 11195979, 114590
400, 11220879, 113589
401, 11304246, 116046
402, 11340633, 115383
403, 11418772, 115464
404, 11458449, 117000
405, 11529543, 116888
406, 11559860, 116528
407, 11642270, 116812
408, 11687189, 116899
409, 11757253, 118237
410, 11797457, 116465
411, 11874941, 116503
412, 11920365, 116554
413, 11985646, 116358
414, 12017404, 117758
415, 12104667, 116291
416, 12143393, 120573
417, 12226356, 117960
418, 12256293, 117320
419, 12339054, 117551
420, 12384547, 117579
421, 12461591, 117262
422, 12498844, 118476
423, 12578835, 117643
424, 12609717, 118784
425, 12690815, 117967
426, 12738094, 118326
427, 12818908, 118586
428, 12855375, 119343
429, 12937568, 118177
430, 12968329, 118522
431, 13051839, 117276
432, 13101543, 117326
433, 13170387, 118546
434, 13205704, 119125
435, 13299437, 119330
436, 13345515, 118350
437, 13418548, 118580
438, 13461587, 118273
439, 13543367, 120180
440, 13580605, 119052
441, 13667489, 119854
442, 13699166, 119297
443, 13796402, 120585
444, 13831610, 118969
445, 13910661, 120081
446, 13941881, 119254
447, 14051960, 118925
448, 14068870, 120125
449, 14177237, 121665
450, 14197029, 120613
